paper_id,field1,domain1,field2,domain2,field3,domain3
1528759,Mathematics,Physical Sciences,Physics and Astronomy,Physical Sciences,,
70257,Physics and Astronomy,Physical Sciences,,,,
1322670,Physics and Astronomy,Physical Sciences,,,,
1115776,Physics and Astronomy,Physical Sciences,,,,
1138143,Physics and Astronomy,Physical Sciences,,,,
19648,Physics and Astronomy,Physical Sciences,,,,
1383841,Physics and Astronomy,Physical Sciences,,,,
1502804,Physics and Astronomy,Physical Sciences,,,,
334934,Physics and Astronomy,Physical Sciences,,,,
1246586,Physics and Astronomy,Physical Sciences,,,,
726344,Physics and Astronomy,Physical Sciences,,,,
929173,Earth and Planetary Sciences,Physical Sciences,Physics and Astronomy,Physical Sciences,,
1489203,Earth and Planetary Sciences,Physical Sciences,Physics and Astronomy,Physical Sciences,,
1487905,Physics and Astronomy,Physical Sciences,,,,
1490210,Computer Science,Physical Sciences,Physics and Astronomy,Physical Sciences,,
118177,Physics and Astronomy,Physical Sciences,,,,
1446608,Physics and Astronomy,Physical Sciences,,,,
1344826,Social Sciences,Social Sciences,Physics and Astronomy,Physical Sciences,Medicine,Health Sciences
35824,Physics and Astronomy,Physical Sciences,,,,
1275032,Physics and Astronomy,Physical Sciences,,,,
610207,Physics and Astronomy,Physical Sciences,,,,
1256570,Physics and Astronomy,Physical Sciences,,,,
1401948,Physics and Astronomy,Physical Sciences,Mathematics,Physical Sciences,,
535121,Physics and Astronomy,Physical Sciences,,,,
1369711,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
58498,Physics and Astronomy,Physical Sciences,Materials Science,Physical Sciences,,
1310395,Chemistry,Physical Sciences,Physics and Astronomy,Physical Sciences,Materials Science,Physical Sciences
90995,Physics and Astronomy,Physical Sciences,,,,
66610,Physics and Astronomy,Physical Sciences,Earth and Planetary Sciences,Physical Sciences,,
284897,Physics and Astronomy,Physical Sciences,,,,
364545,Physics and Astronomy,Physical Sciences,Earth and Planetary Sciences,Physical Sciences,,
152374,Physics and Astronomy,Physical Sciences,,,,
1283176,Physics and Astronomy,Physical Sciences,,,,
1498000,Physics and Astronomy,Physical Sciences,,,,
1492864,Physics and Astronomy,Physical Sciences,,,,
1366540,Physics and Astronomy,Physical Sciences,Earth and Planetary Sciences,Physical Sciences,,
1393025,Physics and Astronomy,Physical Sciences,Earth and Planetary Sciences,Physical Sciences,,
845174,Physics and Astronomy,Physical Sciences,,,,
1494896,Physics and Astronomy,Physical Sciences,,,,
165991,Physics and Astronomy,Physical Sciences,,,,
1497056,Physics and Astronomy,Physical Sciences,,,,
187803,Physics and Astronomy,Physical Sciences,,,,
1524769,Physics and Astronomy,Physical Sciences,,,,
493246,Physics and Astronomy,Physical Sciences,Mathematics,Physical Sciences,,
1368073,Chemistry,Physical Sciences,Physics and Astronomy,Physical Sciences,,
182350,Physics and Astronomy,Physical Sciences,Mathematics,Physical Sciences,,
322965,Physics and Astronomy,Physical Sciences,,,,
1434806,Mathematics,Physical Sciences,Physics and Astronomy,Physical Sciences,,
1514253,Physics and Astronomy,Physical Sciences,Mathematics,Physical Sciences,,
609106,Engineering,Physical Sciences,Physics and Astronomy,Physical Sciences,,
1437879,Materials Science,Physical Sciences,Engineering,Physical Sciences,Physics and Astronomy,Physical Sciences
176358,Physics and Astronomy,Physical Sciences,,,,
1427700,Physics and Astronomy,Physical Sciences,"Biochemistry, Genetics and Molecular Biology",Life Sciences,,
440877,Physics and Astronomy,Physical Sciences,Social Sciences,Social Sciences,,
514356,Physics and Astronomy,Physical Sciences,,,,
1510367,Physics and Astronomy,Physical Sciences,,,,
227010,Physics and Astronomy,Physical Sciences,,,,
183067,Physics and Astronomy,Physical Sciences,,,,
1528153,Physics and Astronomy,Physical Sciences,,,,
1513954,Physics and Astronomy,Physical Sciences,,,,
52684,Physics and Astronomy,Physical Sciences,Environmental Science,Physical Sciences,Earth and Planetary Sciences,Physical Sciences
1247938,Physics and Astronomy,Physical Sciences,Earth and Planetary Sciences,Physical Sciences,,
62802,Physics and Astronomy,Physical Sciences,,,,
1266384,Physics and Astronomy,Physical Sciences,,,,
749659,Physics and Astronomy,Physical Sciences,,,,
1312349,Engineering,Physical Sciences,Physics and Astronomy,Physical Sciences,,
1040399,Physics and Astronomy,Physical Sciences,,,,
1257778,Physics and Astronomy,Physical Sciences,,,,
73412,Physics and Astronomy,Physical Sciences,Earth and Planetary Sciences,Physical Sciences,,
181035,Physics and Astronomy,Physical Sciences,,,,
259958,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
70814,Physics and Astronomy,Physical Sciences,,,,
1343822,Physics and Astronomy,Physical Sciences,,,,
1343422,Physics and Astronomy,Physical Sciences,,,,
1461104,Physics and Astronomy,Physical Sciences,,,,
101273,Computer Science,Physical Sciences,Physics and Astronomy,Physical Sciences,,
1504262,Computer Science,Physical Sciences,Physics and Astronomy,Physical Sciences,,
390788,Physics and Astronomy,Physical Sciences,,,,
1438515,Physics and Astronomy,Physical Sciences,,,,
1219544,Physics and Astronomy,Physical Sciences,,,,
215139,Physics and Astronomy,Physical Sciences,,,,
1261200,Physics and Astronomy,Physical Sciences,,,,
286620,Physics and Astronomy,Physical Sciences,Materials Science,Physical Sciences,,
1521096,Physics and Astronomy,Physical Sciences,Materials Science,Physical Sciences,,
685474,Physics and Astronomy,Physical Sciences,Mathematics,Physical Sciences,,
1449214,Physics and Astronomy,Physical Sciences,Mathematics,Physical Sciences,,
63940,Physics and Astronomy,Physical Sciences,Mathematics,Physical Sciences,,
1381029,Physics and Astronomy,Physical Sciences,,,,
14280,Computer Science,Physical Sciences,Physics and Astronomy,Physical Sciences,,
1477857,Computer Science,Physical Sciences,Physics and Astronomy,Physical Sciences,,
1531528,Mathematics,Physical Sciences,Physics and Astronomy,Physical Sciences,,
173585,Physics and Astronomy,Physical Sciences,Mathematics,Physical Sciences,,
1388147,Mathematics,Physical Sciences,Physics and Astronomy,Physical Sciences,,
105574,Physics and Astronomy,Physical Sciences,,,,
1312652,Physics and Astronomy,Physical Sciences,Computer Science,Physical Sciences,,
203852,Physics and Astronomy,Physical Sciences,Computer Science,Physical Sciences,,
108813,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
1314163,Physics and Astronomy,Physical Sciences,,,,
786065,Physics and Astronomy,Physical Sciences,,,,
1415745,Physics and Astronomy,Physical Sciences,Earth and Planetary Sciences,Physical Sciences,,
18144,Physics and Astronomy,Physical Sciences,Mathematics,Physical Sciences,"Economics, Econometrics and Finance",Social Sciences
1454848,Physics and Astronomy,Physical Sciences,Earth and Planetary Sciences,Physical Sciences,,
24550,Physics and Astronomy,Physical Sciences,"Biochemistry, Genetics and Molecular Biology",Life Sciences,,
1261448,Physics and Astronomy,Physical Sciences,"Biochemistry, Genetics and Molecular Biology",Life Sciences,,
728139,Physics and Astronomy,Physical Sciences,Chemistry,Physical Sciences,,
1380659,Physics and Astronomy,Physical Sciences,,,,
1346232,Physics and Astronomy,Physical Sciences,Chemistry,Physical Sciences,,
59584,Physics and Astronomy,Physical Sciences,,,,
1494282,Physics and Astronomy,Physical Sciences,,,,
23658,Physics and Astronomy,Physical Sciences,,,,
1275442,Physics and Astronomy,Physical Sciences,Earth and Planetary Sciences,Physical Sciences,,
140805,Mathematics,Physical Sciences,Physics and Astronomy,Physical Sciences,,
231849,Social Sciences,Social Sciences,Physics and Astronomy,Physical Sciences,,
1400924,Social Sciences,Social Sciences,Physics and Astronomy,Physical Sciences,,
95686,Physics and Astronomy,Physical Sciences,,,,
1464275,Physics and Astronomy,Physical Sciences,,,,
305870,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
1515552,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
298070,Physics and Astronomy,Physical Sciences,Earth and Planetary Sciences,Physical Sciences,,
1190291,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
111696,Physics and Astronomy,Physical Sciences,Computer Science,Physical Sciences,,
1345739,Physics and Astronomy,Physical Sciences,Mathematics,Physical Sciences,,
480968,Physics and Astronomy,Physical Sciences,,,,
1458891,Physics and Astronomy,Physical Sciences,,,,
158445,Physics and Astronomy,Physical Sciences,,,,
1406292,Physics and Astronomy,Physical Sciences,,,,
1502028,Engineering,Physical Sciences,Materials Science,Physical Sciences,Physics and Astronomy,Physical Sciences
15477,Physics and Astronomy,Physical Sciences,,,,
285319,Physics and Astronomy,Physical Sciences,,,,
1347109,Physics and Astronomy,Physical Sciences,,,,
1452877,Physics and Astronomy,Physical Sciences,,,,
28229,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
1506235,Physics and Astronomy,Physical Sciences,,,,
82900,Physics and Astronomy,Physical Sciences,Mathematics,Physical Sciences,,
1481432,Physics and Astronomy,Physical Sciences,Mathematics,Physical Sciences,,
797864,Engineering,Physical Sciences,Physics and Astronomy,Physical Sciences,,
1501901,Physics and Astronomy,Physical Sciences,,,,
361055,Physics and Astronomy,Physical Sciences,Decision Sciences,Social Sciences,Computer Science,Physical Sciences
1341684,Physics and Astronomy,Physical Sciences,Computer Science,Physical Sciences,Decision Sciences,Social Sciences
205749,Physics and Astronomy,Physical Sciences,,,,
1378690,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
1348818,Engineering,Physical Sciences,Physics and Astronomy,Physical Sciences,"Biochemistry, Genetics and Molecular Biology",Life Sciences
232286,Physics and Astronomy,Physical Sciences,,,,
1341804,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
697963,Physics and Astronomy,Physical Sciences,,,,
1322293,Physics and Astronomy,Physical Sciences,,,,
603604,Chemistry,Physical Sciences,Physics and Astronomy,Physical Sciences,Earth and Planetary Sciences,Physical Sciences
1507974,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
452763,Physics and Astronomy,Physical Sciences,,,,
1457682,Physics and Astronomy,Physical Sciences,,,,
1118918,Computer Science,Physical Sciences,Physics and Astronomy,Physical Sciences,Mathematics,Physical Sciences
1215045,Computer Science,Physical Sciences,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences
1413457,Computer Science,Physical Sciences,Mathematics,Physical Sciences,Physics and Astronomy,Physical Sciences
316628,Physics and Astronomy,Physical Sciences,,,,
1396251,Physics and Astronomy,Physical Sciences,,,,
91913,Computer Science,Physical Sciences,Physics and Astronomy,Physical Sciences,,
265071,Physics and Astronomy,Physical Sciences,,,,
1279228,Physics and Astronomy,Physical Sciences,,,,
163328,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,Chemistry,Physical Sciences
428376,Materials Science,Physical Sciences,Physics and Astronomy,Physical Sciences,Chemistry,Physical Sciences
1402810,Materials Science,Physical Sciences,Physics and Astronomy,Physical Sciences,Chemistry,Physical Sciences
200047,Physics and Astronomy,Physical Sciences,,,,
1528996,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
166286,Physics and Astronomy,Physical Sciences,Materials Science,Physical Sciences,Engineering,Physical Sciences
1386440,Physics and Astronomy,Physical Sciences,,,,
116045,Physics and Astronomy,Physical Sciences,"Biochemistry, Genetics and Molecular Biology",Life Sciences,,
1474226,Physics and Astronomy,Physical Sciences,"Biochemistry, Genetics and Molecular Biology",Life Sciences,,
1378666,Physics and Astronomy,Physical Sciences,Computer Science,Physical Sciences,Earth and Planetary Sciences,Physical Sciences
83388,Physics and Astronomy,Physical Sciences,,,,
1309491,Physics and Astronomy,Physical Sciences,,,,
128246,Physics and Astronomy,Physical Sciences,,,,
1341045,Physics and Astronomy,Physical Sciences,,,,
251022,Engineering,Physical Sciences,Physics and Astronomy,Physical Sciences,,
99080,Computer Science,Physical Sciences,Physics and Astronomy,Physical Sciences,,
1356567,Computer Science,Physical Sciences,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences
698985,Physics and Astronomy,Physical Sciences,Computer Science,Physical Sciences,,
1478696,Physics and Astronomy,Physical Sciences,,,,
50290,Physics and Astronomy,Physical Sciences,,,,
1351601,Computer Science,Physical Sciences,Physics and Astronomy,Physical Sciences,,
217143,Physics and Astronomy,Physical Sciences,,,,
1426682,Physics and Astronomy,Physical Sciences,,,,
116058,Physics and Astronomy,Physical Sciences,,,,
141438,Physics and Astronomy,Physical Sciences,,,,
1529905,Physics and Astronomy,Physical Sciences,,,,
1497508,Physics and Astronomy,Physical Sciences,,,,
1506774,Physics and Astronomy,Physical Sciences,,,,
137783,Physics and Astronomy,Physical Sciences,,,,
1484291,Physics and Astronomy,Physical Sciences,,,,
186723,Physics and Astronomy,Physical Sciences,,,,
1427980,Physics and Astronomy,Physical Sciences,,,,
198967,Physics and Astronomy,Physical Sciences,Earth and Planetary Sciences,Physical Sciences,,
1500886,Physics and Astronomy,Physical Sciences,,,,
1127428,Engineering,Physical Sciences,Physics and Astronomy,Physical Sciences,,
453618,Physics and Astronomy,Physical Sciences,,,,
1380756,Engineering,Physical Sciences,Physics and Astronomy,Physical Sciences,,
1282556,Physics and Astronomy,Physical Sciences,,,,
126687,Physics and Astronomy,Physical Sciences,,,,
1494173,Physics and Astronomy,Physical Sciences,,,,
262192,Physics and Astronomy,Physical Sciences,Computer Science,Physical Sciences,,
84535,Physics and Astronomy,Physical Sciences,Computer Science,Physical Sciences,Arts and Humanities,Social Sciences
16364,Physics and Astronomy,Physical Sciences,Medicine,Health Sciences,,
230510,Physics and Astronomy,Physical Sciences,Computer Science,Physical Sciences,,
1235763,Engineering,Physical Sciences,Physics and Astronomy,Physical Sciences,,
1507451,Computer Science,Physical Sciences,Physics and Astronomy,Physical Sciences,,
1116878,Engineering,Physical Sciences,Physics and Astronomy,Physical Sciences,,
1435834,Physics and Astronomy,Physical Sciences,,,,
21080,Physics and Astronomy,Physical Sciences,,,,
1501259,Physics and Astronomy,Physical Sciences,,,,
114426,Physics and Astronomy,Physical Sciences,Computer Science,Physical Sciences,,
1463593,Physics and Astronomy,Physical Sciences,Computer Science,Physical Sciences,,
326529,Materials Science,Physical Sciences,Physics and Astronomy,Physical Sciences,Medicine,Health Sciences
1528480,Physics and Astronomy,Physical Sciences,Mathematics,Physical Sciences,Computer Science,Physical Sciences
475302,Engineering,Physical Sciences,Physics and Astronomy,Physical Sciences,,
1438434,Engineering,Physical Sciences,Physics and Astronomy,Physical Sciences,Computer Science,Physical Sciences
60129,Physics and Astronomy,Physical Sciences,,,,
1440343,Physics and Astronomy,Physical Sciences,Computer Science,Physical Sciences,,
72700,Engineering,Physical Sciences,Physics and Astronomy,Physical Sciences,,
233699,Physics and Astronomy,Physical Sciences,Computer Science,Physical Sciences,,
1266943,Physics and Astronomy,Physical Sciences,,,,
299085,Physics and Astronomy,Physical Sciences,Mathematics,Physical Sciences,,
58454,Physics and Astronomy,Physical Sciences,,,,
1303373,Physics and Astronomy,Physical Sciences,,,,
1481941,Physics and Astronomy,Physical Sciences,Mathematics,Physical Sciences,,
364756,Physics and Astronomy,Physical Sciences,,,,
1258515,Physics and Astronomy,Physical Sciences,,,,
119697,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
1377997,Engineering,Physical Sciences,Physics and Astronomy,Physical Sciences,,
98024,Physics and Astronomy,Physical Sciences,,,,
256907,Physics and Astronomy,Physical Sciences,,,,
1412153,Physics and Astronomy,Physical Sciences,,,,
1330981,Physics and Astronomy,Physical Sciences,,,,
97703,Physics and Astronomy,Physical Sciences,,,,
1354774,Physics and Astronomy,Physical Sciences,Earth and Planetary Sciences,Physical Sciences,,
243060,Physics and Astronomy,Physical Sciences,Earth and Planetary Sciences,Physical Sciences,,
1270074,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
49256,Computer Science,Physical Sciences,Physics and Astronomy,Physical Sciences,,
1329558,Materials Science,Physical Sciences,Physics and Astronomy,Physical Sciences,,
953258,Physics and Astronomy,Physical Sciences,,,,
1531651,Physics and Astronomy,Physical Sciences,,,,
206855,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
1256858,Physics and Astronomy,Physical Sciences,,,,
562918,Computer Science,Physical Sciences,Physics and Astronomy,Physical Sciences,,
1483511,Computer Science,Physical Sciences,Physics and Astronomy,Physical Sciences,"Biochemistry, Genetics and Molecular Biology",Life Sciences
133616,Physics and Astronomy,Physical Sciences,,,,
1427418,Physics and Astronomy,Physical Sciences,Computer Science,Physical Sciences,,
22857,Physics and Astronomy,Physical Sciences,,,,
1501669,Physics and Astronomy,Physical Sciences,,,,
1490092,Engineering,Physical Sciences,Physics and Astronomy,Physical Sciences,,
49830,Physics and Astronomy,Physical Sciences,,,,
1475176,Physics and Astronomy,Physical Sciences,,,,
740913,Physics and Astronomy,Physical Sciences,,,,
1332008,Physics and Astronomy,Physical Sciences,,,,
89014,Mathematics,Physical Sciences,Physics and Astronomy,Physical Sciences,,
1462031,Physics and Astronomy,Physical Sciences,Chemistry,Physical Sciences,Mathematics,Physical Sciences
1520653,Physics and Astronomy,Physical Sciences,,,,
286935,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
1404156,Engineering,Physical Sciences,Physics and Astronomy,Physical Sciences,Earth and Planetary Sciences,Physical Sciences
1094221,Physics and Astronomy,Physical Sciences,,,,
1517168,Physics and Astronomy,Physical Sciences,Earth and Planetary Sciences,Physical Sciences,,
177445,Physics and Astronomy,Physical Sciences,,,,
1529126,Physics and Astronomy,Physical Sciences,,,,
136766,Physics and Astronomy,Physical Sciences,,,,
250543,Physics and Astronomy,Physical Sciences,,,,
1523409,Physics and Astronomy,Physical Sciences,,,,
1266796,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
82502,Physics and Astronomy,Physical Sciences,Earth and Planetary Sciences,Physical Sciences,,
1397184,Physics and Astronomy,Physical Sciences,,,,
147507,Physics and Astronomy,Physical Sciences,Computer Science,Physical Sciences,,
157730,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
1302581,Physics and Astronomy,Physical Sciences,,,,
43474,Materials Science,Physical Sciences,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences
1504271,Materials Science,Physical Sciences,Physics and Astronomy,Physical Sciences,,
439693,Physics and Astronomy,Physical Sciences,,,,
1198105,Physics and Astronomy,Physical Sciences,,,,
380092,Computer Science,Physical Sciences,Physics and Astronomy,Physical Sciences,,
1475576,Physics and Astronomy,Physical Sciences,Computer Science,Physical Sciences,,
18208,Physics and Astronomy,Physical Sciences,,,,
1234867,Physics and Astronomy,Physical Sciences,,,,
213479,Physics and Astronomy,Physical Sciences,,,,
1427697,Physics and Astronomy,Physical Sciences,,,,
1344794,Computer Science,Physical Sciences,Physics and Astronomy,Physical Sciences,,
783704,Physics and Astronomy,Physical Sciences,,,,
1428105,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
1004506,Earth and Planetary Sciences,Physical Sciences,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences
100413,Physics and Astronomy,Physical Sciences,Earth and Planetary Sciences,Physical Sciences,,
1530608,Physics and Astronomy,Physical Sciences,Earth and Planetary Sciences,Physical Sciences,,
83886,Physics and Astronomy,Physical Sciences,,,,
1483709,Physics and Astronomy,Physical Sciences,,,,
1411857,Physics and Astronomy,Physical Sciences,,,,
172182,Physics and Astronomy,Physical Sciences,,,,
1210621,Physics and Astronomy,Physical Sciences,,,,
704309,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
1415888,Physics and Astronomy,Physical Sciences,Materials Science,Physical Sciences,,
181135,Computer Science,Physical Sciences,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences
1275457,Physics and Astronomy,Physical Sciences,Computer Science,Physical Sciences,,
697259,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
1371373,Physics and Astronomy,Physical Sciences,,,,
126700,Physics and Astronomy,Physical Sciences,,,,
1514666,Physics and Astronomy,Physical Sciences,,,,
759857,Physics and Astronomy,Physical Sciences,,,,
1255051,Physics and Astronomy,Physical Sciences,"Economics, Econometrics and Finance",Social Sciences,,
1165375,Physics and Astronomy,Physical Sciences,"Biochemistry, Genetics and Molecular Biology",Life Sciences,,
1529995,Computer Science,Physical Sciences,Physics and Astronomy,Physical Sciences,,
366064,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
1471966,Physics and Astronomy,Physical Sciences,,,,
619139,Physics and Astronomy,Physical Sciences,Earth and Planetary Sciences,Physical Sciences,,
1329781,Physics and Astronomy,Physical Sciences,Earth and Planetary Sciences,Physical Sciences,Engineering,Physical Sciences
167901,Physics and Astronomy,Physical Sciences,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Chemistry,Physical Sciences
1511661,Physics and Astronomy,Physical Sciences,,,,
117153,Computer Science,Physical Sciences,Physics and Astronomy,Physical Sciences,,
1503190,Computer Science,Physical Sciences,Physics and Astronomy,Physical Sciences,,
96381,Engineering,Physical Sciences,Physics and Astronomy,Physical Sciences,Earth and Planetary Sciences,Physical Sciences
1407836,Engineering,Physical Sciences,Physics and Astronomy,Physical Sciences,,
618346,Physics and Astronomy,Physical Sciences,,,,
1502223,Physics and Astronomy,Physical Sciences,,,,
1012647,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
1013153,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
1304773,Physics and Astronomy,Physical Sciences,,,,
1386160,Physics and Astronomy,Physical Sciences,,,,
1504196,Physics and Astronomy,Physical Sciences,Computer Science,Physical Sciences,Engineering,Physical Sciences
64641,Physics and Astronomy,Physical Sciences,,,,
1366905,Physics and Astronomy,Physical Sciences,,,,
1300761,Physics and Astronomy,Physical Sciences,,,,
437360,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Materials Science,Physical Sciences,Physics and Astronomy,Physical Sciences
1242512,Physics and Astronomy,Physical Sciences,,,,
1346035,Physics and Astronomy,Physical Sciences,Neuroscience,Life Sciences,,
1345260,Physics and Astronomy,Physical Sciences,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Materials Science,Physical Sciences
459625,Physics and Astronomy,Physical Sciences,,,,
1349152,Environmental Science,Physical Sciences,Physics and Astronomy,Physical Sciences,,
150547,Physics and Astronomy,Physical Sciences,,,,
1509667,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
149801,Physics and Astronomy,Physical Sciences,,,,
1309222,Physics and Astronomy,Physical Sciences,,,,
106029,Physics and Astronomy,Physical Sciences,,,,
1392784,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
373325,Physics and Astronomy,Physical Sciences,Materials Science,Physical Sciences,,
1485169,Materials Science,Physical Sciences,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences
219956,Physics and Astronomy,Physical Sciences,Computer Science,Physical Sciences,,
313500,Physics and Astronomy,Physical Sciences,,,,
1433210,Physics and Astronomy,Physical Sciences,Materials Science,Physical Sciences,,
1219422,Materials Science,Physical Sciences,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences
33034,Physics and Astronomy,Physical Sciences,,,,
1244028,Physics and Astronomy,Physical Sciences,,,,
1428796,Physics and Astronomy,Physical Sciences,,,,
576383,Physics and Astronomy,Physical Sciences,Materials Science,Physical Sciences,,
1384872,Physics and Astronomy,Physical Sciences,Chemistry,Physical Sciences,,
53731,Physics and Astronomy,Physical Sciences,Chemistry,Physical Sciences,,
17011,Physics and Astronomy,Physical Sciences,Chemistry,Physical Sciences,,
