paper_id,field1,domain1,field2,domain2,field3,domain3
1351128,Computer Science,Physical Sciences,Engineering,Physical Sciences,,
1396725,Engineering,Physical Sciences,,,,
285024,Mathematics,Physical Sciences,Engineering,Physical Sciences,,
107692,Mathematics,Physical Sciences,Engineering,Physical Sciences,,
1501179,Computer Science,Physical Sciences,Engineering,Physical Sciences,,
1326889,Engineering,Physical Sciences,Mathematics,Physical Sciences,Computer Science,Physical Sciences
1321425,Engineering,Physical Sciences,Materials Science,Physical Sciences,,
108813,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
282471,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Materials Science,Physical Sciences,Engineering,Physical Sciences
305870,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
1515552,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
1190291,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
1528795,Computer Science,Physical Sciences,Engineering,Physical Sciences,,
210149,Materials Science,Physical Sciences,Engineering,Physical Sciences,,
1502028,Engineering,Physical Sciences,Materials Science,Physical Sciences,Physics and Astronomy,Physical Sciences
11966,Engineering,Physical Sciences,Computer Science,Physical Sciences,,
1481932,Engineering,Physical Sciences,,,,
28229,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
797864,Engineering,Physical Sciences,Physics and Astronomy,Physical Sciences,,
1378690,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
319450,Engineering,Physical Sciences,Computer Science,Physical Sciences,,
1348818,Engineering,Physical Sciences,Physics and Astronomy,Physical Sciences,"Biochemistry, Genetics and Molecular Biology",Life Sciences
1341804,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
1507974,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
1215045,Computer Science,Physical Sciences,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences
1475828,Computer Science,Physical Sciences,Engineering,Physical Sciences,,
163328,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,Chemistry,Physical Sciences
1528996,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
166286,Physics and Astronomy,Physical Sciences,Materials Science,Physical Sciences,Engineering,Physical Sciences
251022,Engineering,Physical Sciences,Physics and Astronomy,Physical Sciences,,
284836,Engineering,Physical Sciences,,,,
1488870,Engineering,Physical Sciences,Materials Science,Physical Sciences,,
1356567,Computer Science,Physical Sciences,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences
1127428,Engineering,Physical Sciences,Physics and Astronomy,Physical Sciences,,
1380756,Engineering,Physical Sciences,Physics and Astronomy,Physical Sciences,,
1331186,Engineering,Physical Sciences,,,,
1235763,Engineering,Physical Sciences,Physics and Astronomy,Physical Sciences,,
1116878,Engineering,Physical Sciences,Physics and Astronomy,Physical Sciences,,
475302,Engineering,Physical Sciences,Physics and Astronomy,Physical Sciences,,
1438434,Engineering,Physical Sciences,Physics and Astronomy,Physical Sciences,Computer Science,Physical Sciences
72700,Engineering,Physical Sciences,Physics and Astronomy,Physical Sciences,,
1343047,Engineering,Physical Sciences,,,,
677803,Engineering,Physical Sciences,Computer Science,Physical Sciences,,
119697,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
1377997,Engineering,Physical Sciences,Physics and Astronomy,Physical Sciences,,
1270074,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
120072,Engineering,Physical Sciences,,,,
1460402,Engineering,Physical Sciences,,,,
206855,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
241154,Engineering,Physical Sciences,Decision Sciences,Social Sciences,,
1517430,Engineering,Physical Sciences,,,,
547851,Materials Science,Physical Sciences,Engineering,Physical Sciences,,
1490092,Engineering,Physical Sciences,Physics and Astronomy,Physical Sciences,,
630580,Engineering,Physical Sciences,Computer Science,Physical Sciences,,
286935,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
1404156,Engineering,Physical Sciences,Physics and Astronomy,Physical Sciences,Earth and Planetary Sciences,Physical Sciences
1266796,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
157730,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
43474,Materials Science,Physical Sciences,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences
1412421,Engineering,Physical Sciences,Chemistry,Physical Sciences,,
65889,Engineering,Physical Sciences,Materials Science,Physical Sciences,,
697509,Engineering,Physical Sciences,,,,
918323,Materials Science,Physical Sciences,Engineering,Physical Sciences,,
1208367,Engineering,Physical Sciences,Chemistry,Physical Sciences,,
1383000,Engineering,Physical Sciences,,,,
1399278,Engineering,Physical Sciences,Computer Science,Physical Sciences,Decision Sciences,Social Sciences
1194583,Mathematics,Physical Sciences,Engineering,Physical Sciences,,
35777,Medicine,Health Sciences,Engineering,Physical Sciences,,
473138,Computer Science,Physical Sciences,Engineering,Physical Sciences,,
1435837,Engineering,Physical Sciences,Materials Science,Physical Sciences,,
1428105,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
1004506,Earth and Planetary Sciences,Physical Sciences,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences
704309,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
181135,Computer Science,Physical Sciences,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences
697259,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
37226,Engineering,Physical Sciences,Materials Science,Physical Sciences,,
1495101,Engineering,Physical Sciences,Materials Science,Physical Sciences,"Biochemistry, Genetics and Molecular Biology",Life Sciences
366064,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
1329781,Physics and Astronomy,Physical Sciences,Earth and Planetary Sciences,Physical Sciences,Engineering,Physical Sciences
13336,Earth and Planetary Sciences,Physical Sciences,Engineering,Physical Sciences,,
1267568,Earth and Planetary Sciences,Physical Sciences,Engineering,Physical Sciences,,
96381,Engineering,Physical Sciences,Physics and Astronomy,Physical Sciences,Earth and Planetary Sciences,Physical Sciences
1407836,Engineering,Physical Sciences,Physics and Astronomy,Physical Sciences,,
1012647,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
1013153,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
138942,Engineering,Physical Sciences,Decision Sciences,Social Sciences,,
1504196,Physics and Astronomy,Physical Sciences,Computer Science,Physical Sciences,Engineering,Physical Sciences
64673,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Materials Science,Physical Sciences,Engineering,Physical Sciences
1509667,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
1392784,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
1485169,Materials Science,Physical Sciences,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences
262269,Engineering,Physical Sciences,,,,
1358892,Engineering,Physical Sciences,Decision Sciences,Social Sciences,,
528620,Materials Science,Physical Sciences,Engineering,Physical Sciences,,
1219422,Materials Science,Physical Sciences,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences
35802,Engineering,Physical Sciences,,,,
145017,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
1498966,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,Earth and Planetary Sciences,Physical Sciences
32338,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
608377,Engineering,Physical Sciences,Psychology,Social Sciences,,
1495433,Engineering,Physical Sciences,,,,
785053,Computer Science,Physical Sciences,Engineering,Physical Sciences,,
1281060,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
440034,Engineering,Physical Sciences,,,,
1522507,Engineering,Physical Sciences,,,,
1451974,Engineering,Physical Sciences,Mathematics,Physical Sciences,,
238989,Engineering,Physical Sciences,,,,
1508684,Engineering,Physical Sciences,Environmental Science,Physical Sciences,,
1440190,Engineering,Physical Sciences,Agricultural and Biological Sciences,Life Sciences,,
1326117,Mathematics,Physical Sciences,Computer Science,Physical Sciences,Engineering,Physical Sciences
1346495,Engineering,Physical Sciences,Chemical Engineering,Physical Sciences,,
441870,Engineering,Physical Sciences,Physics and Astronomy,Physical Sciences,,
1348307,Engineering,Physical Sciences,Energy,Physical Sciences,Environmental Science,Physical Sciences
212036,Engineering,Physical Sciences,,,,
1257280,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
1316962,Materials Science,Physical Sciences,Engineering,Physical Sciences,,
1455900,Materials Science,Physical Sciences,Engineering,Physical Sciences,,
175455,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
73301,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Engineering,Physical Sciences,Materials Science,Physical Sciences
201080,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
89394,Engineering,Physical Sciences,Physics and Astronomy,Physical Sciences,Chemistry,Physical Sciences
1026208,Engineering,Physical Sciences,Materials Science,Physical Sciences,Physics and Astronomy,Physical Sciences
1396661,Materials Science,Physical Sciences,Engineering,Physical Sciences,"Biochemistry, Genetics and Molecular Biology",Life Sciences
198931,Computer Science,Physical Sciences,Decision Sciences,Social Sciences,Engineering,Physical Sciences
1269648,Engineering,Physical Sciences,Computer Science,Physical Sciences,,
240812,Engineering,Physical Sciences,Physics and Astronomy,Physical Sciences,Decision Sciences,Social Sciences
1516252,Engineering,Physical Sciences,Mathematics,Physical Sciences,,
52957,Mathematics,Physical Sciences,Computer Science,Physical Sciences,Engineering,Physical Sciences
922789,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,Earth and Planetary Sciences,Physical Sciences
394207,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Engineering,Physical Sciences,,
1497691,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Engineering,Physical Sciences,Neuroscience,Life Sciences
1477985,Engineering,Physical Sciences,Materials Science,Physical Sciences,,
1246952,Engineering,Physical Sciences,Materials Science,Physical Sciences,,
564156,Engineering,Physical Sciences,Chemistry,Physical Sciences,,
1356463,Engineering,Physical Sciences,Chemical Engineering,Physical Sciences,,
925550,Engineering,Physical Sciences,Decision Sciences,Social Sciences,Mathematics,Physical Sciences
650362,Materials Science,Physical Sciences,Engineering,Physical Sciences,,
567240,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
916482,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,Decision Sciences,Social Sciences
1412374,Environmental Science,Physical Sciences,Engineering,Physical Sciences,Physics and Astronomy,Physical Sciences
15482,Engineering,Physical Sciences,Computer Science,Physical Sciences,Mathematics,Physical Sciences
1444476,Computer Science,Physical Sciences,Mathematics,Physical Sciences,Engineering,Physical Sciences
781442,Engineering,Physical Sciences,,,,
96698,Decision Sciences,Social Sciences,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences
1519843,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,Materials Science,Physical Sciences
1363125,Engineering,Physical Sciences,,,,
126506,Engineering,Physical Sciences,,,,
1387513,Engineering,Physical Sciences,Decision Sciences,Social Sciences,,
1387060,Engineering,Physical Sciences,,,,
1412633,Engineering,Physical Sciences,Physics and Astronomy,Physical Sciences,Decision Sciences,Social Sciences
1383913,Computer Science,Physical Sciences,Engineering,Physical Sciences,,
645550,Engineering,Physical Sciences,Social Sciences,Social Sciences,,
773217,Engineering,Physical Sciences,Computer Science,Physical Sciences,,
1469867,Computer Science,Physical Sciences,Engineering,Physical Sciences,,
192001,Mathematics,Physical Sciences,Computer Science,Physical Sciences,Engineering,Physical Sciences
176065,Mathematics,Physical Sciences,Decision Sciences,Social Sciences,Engineering,Physical Sciences
1210006,Mathematics,Physical Sciences,Engineering,Physical Sciences,Materials Science,Physical Sciences
640823,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
1459183,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
897215,Environmental Science,Physical Sciences,Engineering,Physical Sciences,,
1452083,Engineering,Physical Sciences,,,,
1330533,Engineering,Physical Sciences,Environmental Science,Physical Sciences,,
1531580,Engineering,Physical Sciences,Chemistry,Physical Sciences,Physics and Astronomy,Physical Sciences
1315487,Computer Science,Physical Sciences,Engineering,Physical Sciences,,
54882,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
41127,Energy,Physical Sciences,Engineering,Physical Sciences,Materials Science,Physical Sciences
468386,Engineering,Physical Sciences,,,,
1388574,Engineering,Physical Sciences,,,,
165216,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,Decision Sciences,Social Sciences
1424734,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,Decision Sciences,Social Sciences
1233691,Engineering,Physical Sciences,Computer Science,Physical Sciences,,
1479894,Engineering,Physical Sciences,Physics and Astronomy,Physical Sciences,,
560955,Engineering,Physical Sciences,Computer Science,Physical Sciences,,
1451204,Engineering,Physical Sciences,Computer Science,Physical Sciences,,
28601,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
393462,Engineering,Physical Sciences,Earth and Planetary Sciences,Physical Sciences,Physics and Astronomy,Physical Sciences
1457841,Engineering,Physical Sciences,Computer Science,Physical Sciences,,
466000,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
1233674,Engineering,Physical Sciences,Physics and Astronomy,Physical Sciences,,
246072,Computer Science,Physical Sciences,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences
1233965,Physics and Astronomy,Physical Sciences,Medicine,Health Sciences,Engineering,Physical Sciences
225688,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
971895,Engineering,Physical Sciences,Computer Science,Physical Sciences,,
1508662,Engineering,Physical Sciences,Computer Science,Physical Sciences,,
1499643,Engineering,Physical Sciences,,,,
1300427,Computer Science,Physical Sciences,Engineering,Physical Sciences,,
1228661,Computer Science,Physical Sciences,Psychology,Social Sciences,Engineering,Physical Sciences
76585,Materials Science,Physical Sciences,Engineering,Physical Sciences,Physics and Astronomy,Physical Sciences
547297,Materials Science,Physical Sciences,Engineering,Physical Sciences,"Biochemistry, Genetics and Molecular Biology",Life Sciences
1317162,Engineering,Physical Sciences,Materials Science,Physical Sciences,Physics and Astronomy,Physical Sciences
1458490,Materials Science,Physical Sciences,Engineering,Physical Sciences,,
1350963,Engineering,Physical Sciences,,,,
107307,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,Materials Science,Physical Sciences
244110,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
1424291,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
1340201,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
169156,Social Sciences,Social Sciences,Computer Science,Physical Sciences,Engineering,Physical Sciences
151989,Computer Science,Physical Sciences,Engineering,Physical Sciences,,
1452288,Computer Science,Physical Sciences,Engineering,Physical Sciences,,
98412,Engineering,Physical Sciences,Earth and Planetary Sciences,Physical Sciences,,
1373908,Engineering,Physical Sciences,Mathematics,Physical Sciences,,
154026,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences
56203,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences
1284811,Engineering,Physical Sciences,,,,
634247,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
1455117,Engineering,Physical Sciences,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Physics and Astronomy,Physical Sciences
184648,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
1423465,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
146269,Materials Science,Physical Sciences,Engineering,Physical Sciences,,
1335343,Physics and Astronomy,Physical Sciences,Materials Science,Physical Sciences,Engineering,Physical Sciences
1337722,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
1314520,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
366598,Earth and Planetary Sciences,Physical Sciences,Environmental Science,Physical Sciences,Engineering,Physical Sciences
815505,Computer Science,Physical Sciences,Engineering,Physical Sciences,,
1441571,Engineering,Physical Sciences,,,,
1414581,Computer Science,Physical Sciences,Engineering,Physical Sciences,"Biochemistry, Genetics and Molecular Biology",Life Sciences
189856,Engineering,Physical Sciences,Computer Science,Physical Sciences,,
1444166,Engineering,Physical Sciences,,,,
1444162,Engineering,Physical Sciences,Energy,Physical Sciences,,
1408996,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,Decision Sciences,Social Sciences
568301,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
1270957,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,Materials Science,Physical Sciences
1419169,Engineering,Physical Sciences,Physics and Astronomy,Physical Sciences,,
199857,Computer Science,Physical Sciences,Engineering,Physical Sciences,Mathematics,Physical Sciences
169170,Computer Science,Physical Sciences,Engineering,Physical Sciences,,
49872,Engineering,Physical Sciences,Chemistry,Physical Sciences,Materials Science,Physical Sciences
134010,"Economics, Econometrics and Finance",Social Sciences,Medicine,Health Sciences,Engineering,Physical Sciences
431987,Materials Science,Physical Sciences,Engineering,Physical Sciences,,
40717,Computer Science,Physical Sciences,Engineering,Physical Sciences,,
284423,Earth and Planetary Sciences,Physical Sciences,Engineering,Physical Sciences,,
1360474,Engineering,Physical Sciences,Environmental Science,Physical Sciences,,
1470534,Computer Science,Physical Sciences,Engineering,Physical Sciences,Mathematics,Physical Sciences
71454,Engineering,Physical Sciences,,,,
1465424,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
77234,Materials Science,Physical Sciences,Engineering,Physical Sciences,,
1207841,Materials Science,Physical Sciences,Engineering,Physical Sciences,,
346320,Decision Sciences,Social Sciences,"Business, Management and Accounting",Social Sciences,Engineering,Physical Sciences
1395538,Engineering,Physical Sciences,Social Sciences,Social Sciences,,
1279704,Engineering,Physical Sciences,,,,
500836,Computer Science,Physical Sciences,Engineering,Physical Sciences,,
651078,Computer Science,Physical Sciences,Engineering,Physical Sciences,,
1481818,Engineering,Physical Sciences,Computer Science,Physical Sciences,,
382943,Computer Science,Physical Sciences,Social Sciences,Social Sciences,Engineering,Physical Sciences
1436281,Psychology,Social Sciences,Engineering,Physical Sciences,Decision Sciences,Social Sciences
931483,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
153823,Physics and Astronomy,Physical Sciences,Computer Science,Physical Sciences,Engineering,Physical Sciences
1489662,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
36015,Engineering,Physical Sciences,Physics and Astronomy,Physical Sciences,,
1433736,Engineering,Physical Sciences,Physics and Astronomy,Physical Sciences,,
15325,Engineering,Physical Sciences,Physics and Astronomy,Physical Sciences,,
1471763,Engineering,Physical Sciences,,,,
26743,Environmental Science,Physical Sciences,Engineering,Physical Sciences,"Economics, Econometrics and Finance",Social Sciences
1519014,Computer Science,Physical Sciences,Engineering,Physical Sciences,,
1034342,Materials Science,Physical Sciences,Engineering,Physical Sciences,,
1371844,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
339451,Engineering,Physical Sciences,,,,
1329752,Materials Science,Physical Sciences,Chemical Engineering,Physical Sciences,Engineering,Physical Sciences
1411195,Materials Science,Physical Sciences,Engineering,Physical Sciences,,
942117,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Computer Science,Physical Sciences,Engineering,Physical Sciences
26624,Engineering,Physical Sciences,,,,
1214626,Engineering,Physical Sciences,Social Sciences,Social Sciences,Computer Science,Physical Sciences
740819,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
1366417,Engineering,Physical Sciences,Physics and Astronomy,Physical Sciences,,
178441,Environmental Science,Physical Sciences,Engineering,Physical Sciences,Earth and Planetary Sciences,Physical Sciences
1491442,Engineering,Physical Sciences,Earth and Planetary Sciences,Physical Sciences,,
33401,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
140120,Engineering,Physical Sciences,Physics and Astronomy,Physical Sciences,,
1481632,Engineering,Physical Sciences,Physics and Astronomy,Physical Sciences,,
1331235,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
1427867,Computer Science,Physical Sciences,Engineering,Physical Sciences,,
1477967,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Engineering,Physical Sciences,,
1502275,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
1356709,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,Medicine,Health Sciences
124584,Engineering,Physical Sciences,Computer Science,Physical Sciences,,
1168458,Engineering,Physical Sciences,Physics and Astronomy,Physical Sciences,,
1341962,Engineering,Physical Sciences,,,,
105078,Engineering,Physical Sciences,,,,
1345820,Engineering,Physical Sciences,Computer Science,Physical Sciences,,
1428996,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
1453810,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
286383,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
57043,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
1449943,Engineering,Physical Sciences,,,,
1347690,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
357303,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
1348904,Chemistry,Physical Sciences,Engineering,Physical Sciences,,
1290819,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
471310,Mathematics,Physical Sciences,Engineering,Physical Sciences,,
1209909,Engineering,Physical Sciences,Physics and Astronomy,Physical Sciences,,
1490174,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
55382,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,Neuroscience,Life Sciences
1358506,Engineering,Physical Sciences,Physics and Astronomy,Physical Sciences,,
58400,Engineering,Physical Sciences,Medicine,Health Sciences,,
1520270,Engineering,Physical Sciences,,,,
869941,Engineering,Physical Sciences,Physics and Astronomy,Physical Sciences,,
1393914,Engineering,Physical Sciences,,,,
1433437,Earth and Planetary Sciences,Physical Sciences,Engineering,Physical Sciences,"Biochemistry, Genetics and Molecular Biology",Life Sciences
239889,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,Computer Science,Physical Sciences
1531873,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
1491374,Chemistry,Physical Sciences,Engineering,Physical Sciences,Physics and Astronomy,Physical Sciences
213321,Engineering,Physical Sciences,,,,
342387,Engineering,Physical Sciences,Earth and Planetary Sciences,Physical Sciences,,
1531609,Engineering,Physical Sciences,Chemical Engineering,Physical Sciences,"Biochemistry, Genetics and Molecular Biology",Life Sciences
1441657,Engineering,Physical Sciences,,,,
1518322,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
321903,Engineering,Physical Sciences,Computer Science,Physical Sciences,,
1362207,Engineering,Physical Sciences,Earth and Planetary Sciences,Physical Sciences,,
720141,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
1292055,Engineering,Physical Sciences,Physics and Astronomy,Physical Sciences,Materials Science,Physical Sciences
1516384,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
1359024,Computer Science,Physical Sciences,Engineering,Physical Sciences,,
68443,Engineering,Physical Sciences,,,,
286050,Materials Science,Physical Sciences,Engineering,Physical Sciences,,
191082,Materials Science,Physical Sciences,Engineering,Physical Sciences,,
1523785,Engineering,Physical Sciences,,,,
1523781,Engineering,Physical Sciences,Materials Science,Physical Sciences,Chemistry,Physical Sciences
1244505,Engineering,Physical Sciences,Chemistry,Physical Sciences,,
282885,Engineering,Physical Sciences,Materials Science,Physical Sciences,,
1338362,Engineering,Physical Sciences,Computer Science,Physical Sciences,Physics and Astronomy,Physical Sciences
1483783,Computer Science,Physical Sciences,Environmental Science,Physical Sciences,Engineering,Physical Sciences
375888,Engineering,Physical Sciences,Decision Sciences,Social Sciences,Physics and Astronomy,Physical Sciences
248458,Engineering,Physical Sciences,,,,
1300371,Engineering,Physical Sciences,Computer Science,Physical Sciences,,
1364889,Engineering,Physical Sciences,,,,
70742,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
50831,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
1383745,Engineering,Physical Sciences,Physics and Astronomy,Physical Sciences,,
791017,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
1454793,Engineering,Physical Sciences,Physics and Astronomy,Physical Sciences,,
781420,Computer Science,Physical Sciences,Engineering,Physical Sciences,,
1310232,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,,
1528899,Engineering,Physical Sciences,Medicine,Health Sciences,,
1317954,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences,Environmental Science,Physical Sciences
1458976,"Economics, Econometrics and Finance",Social Sciences,Engineering,Physical Sciences,Computer Science,Physical Sciences
63489,Engineering,Physical Sciences,Computer Science,Physical Sciences,,
102709,Decision Sciences,Social Sciences,Computer Science,Physical Sciences,Engineering,Physical Sciences
1453267,Engineering,Physical Sciences,Decision Sciences,Social Sciences,,
1231135,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Engineering,Physical Sciences,Physics and Astronomy,Physical Sciences
235782,Engineering,Physical Sciences,Earth and Planetary Sciences,Physical Sciences,Physics and Astronomy,Physical Sciences
199804,Engineering,Physical Sciences,Computer Science,Physical Sciences,,
